city,lat,lon
Экимчан,53.069024,0
Рубцовск,51,38
Приморско-Ахтарск,46.05,38.18333333333333
Тургай,49.63333333333333,63.483333333333334
Пермь,58.0,56.233333333333334
Махачкала,42.983333333333334,47.5
Печора,68.3075,54.4167
Благовещенск,50.25,127.53333333333333
Подкаменная Тунгуска,61.5907,90.1261
Байкит,61.666666666666664,96.38333333333334
Астрахань,46.333333333333336,48.03333333333333
Бухта Провидения,64.4031,-173.3481
Уральск,51.233333333333334,51.36666666666667
Поронайск,49.21666666666667,143.1
Тобольск,58.18333333333333,68.25
Брест,52.083333333333336,23.666666666666668
Душанбе,38.56666666666667,68.78333333333333
Гасан-Кули,37.45,53.96666666666667
Самтредиа,42.15,42.333333333333336
Нарын,41.43333333333333,76.0
Серахс,36.516666666666666,61.21666666666667
Ленинакан,40.78333333333333,43.833333333333336
Калининград,54.71666666666667,20.5
Курган-Тюбе,37.833333333333336,68.76666666666667
Веребье,58.68333333333333,32.7
Иркутск,52.28333333333333,104.3
Псков,57.81666666666667,28.333333333333332
Уч-Арал,46.166666666666664,80.93333333333334
Енисейск,58.46666666666667,92.13333333333334
Омск,54.96666666666667,73.38333333333334
Верхоянск,67.55,133.38333333333333
Сочи,43.583333333333336,39.71666666666667
Александровск-Сахалинский,50.9,142.15
Рига,56.93333333333333,24.1
Сыктывкар,61.666666666666664,50.81666666666667
Остров Врангеля,71.23333333333333,179.4
Карсакпай,47.81666666666667,66.71666666666667
Керчь,45.333333333333336,36.46666666666667
Байрам-Али,37.61666666666667,62.15
Элиста,46.31666666666667,44.266666666666666
Бомнак,54,33.23
Красноярск,56.012083,0
Пярну,58.38333333333333,24.516666666666666
Грозный,43.31666666666667,45.7
Сортавала,61.7,30.666666666666668
Целиноград,51.13333333333333,71.43333333333334
Барнаул,53,50.5
Каунас,54.9,23.933333333333334
Нарьян-Мар,67.63333333333334,53.0
Одесса,46.483333333333334,30.716666666666665
Чокурдах,70.6192,0
Минусинск,53.7,91.68333333333334
Термез,37.21666666666667,67.26666666666667
Ербогачен,61.28333333333333,108.01666666666667
Лубны,50.01856412934071,0
Москва,55.75,37.61666666666667
Тамбов,52.71666666666667,41.43333333333333
Ужгород,48.61666666666667,22.283333333333335
Вытегра,61.0,36.45
Киров,58.6,49.65
Кустанай,53,09.6
Уил,48.5833,52.4667
Симферополь,44.93333333333333,34.1
Дальнереченск,45.93333333333333,133.73333333333332
Николаевск-на-Амуре,53.15,140.73333333333332
Вильнюс,54.68333333333333,25.283333333333335
