city,lat,lon
Черняховск,54.63333333333333,21.816666666666666
Каспийский,45.38333333333333,47.35
Малые Дербеты,47.95,44.666666666666664
Цаган-Аман,47.55,46.71666666666667
Элиста,46.31666666666667,44.266666666666666
Юста,47.11666666666667,46.28333333333333
Яшалта,46.333333333333336,42.266666666666666
Яшкуль,46.166666666666664,45.333333333333336
Балабаново,55.18333333333333,36.65
Бетлица,54.0,33.93333333333333
Боровск,55.2,36.483333333333334
Дугна,54.4,36.85
Дудоровский,53.65,35.35
Думиничи,53.916666666666664,35.1
Износки,54.983333333333334,35.31666666666667
Калуга,54.53333333333333,36.266666666666666
Киров,58.6,49.65
Козельск,54.03333333333333,35.78333333333333
Кондрово,54.8,35.93333333333333
Людиново,53.86666666666667,34.46666666666667
Малоярославец,55.0,36.46666666666667
Медынь,54.96666666666667,35.86666666666667
Мещовск,54.31666666666667,35.28333333333333
Мосальск,54.483333333333334,34.983333333333334
Обнинск,55.1,36.61666666666667
Спас-Деменск,54,35.309
Сухиничи,54.1,35.35
Таруса,54.71666666666667,37.18333333333333
Юхнов,54.75,35.233333333333334
Атласово,55.6,159.63333333333333
Аянка,63.7266334,0
Большерецк,52.9021,156.5707
Вилючинск,52.93333333333333,158.4
Елизово,53.18333333333333,158.38333333333333
Ильпырский,59.95,164.2
Каменское,48,27.484885378828
Озерновский,51.5,156.51666666666668
Палана,59.083333333333336,159.95
Пахачи,60.55,169.13333333333333
Петропавловск-Камчатский,53.016666666666666,158.65
Тиличики,60.43333333333333,166.03333333333333
Усть-Большерецк,52.81666666666667,156.26666666666668
Усть-Камчатск,56.233333333333334,162.53333333333333
Беломорск,64.51666666666667,34.766666666666666
Валаам,61.36666666666667,30.933333333333334
Вирандозеро,64,45.36
Кестеньга,65,07.73
Кондопога,62.2,34.266666666666666
Костомукша,64.58333333333333,30.6
Лахденпохья,61.516666666666666,30.2
Медвежьегорск,62.916666666666664,34.45
Муезерский,63.961867,0
Олонец,60.983333333333334,32.96666666666667
Петрозаводск,61.78333333333333,34.333333333333336
Питкяранта,61.56666666666667,31.483333333333334
Повенец,62.85,34.81666666666667
Пудож,61.8,36.53333333333333
Сегежа,63.733333333333334,34.31666666666667
Сортавала,61.7,30.666666666666668
Софпорог,65,54.35
Суоярви,62.083333333333336,32.36666666666667
Анжеро-Судженск,56.083333333333336,86.03333333333333
Ижморский,56.18333333333333,86.63333333333334
Итатский,56.06666666666667,89.0
Калтан,53.516666666666666,87.26666666666667
Кемерово,55.35,86.08333333333333
Киселевск,53.983333333333334,86.7
Крапивинский,55.0,86.8
Ленинск-Кузнецкий,54.65,86.16666666666667
Мариинск,56.21666666666667,87.75
Междуреченск,53.68333333333333,88.05
Мыски,53.7,87.81666666666666
Новокузнецк,53.733333333333334,87.08333333333333
Осинники,53.61666666666667,87.33333333333333
Прокопьевск,53.88333333333333,86.71666666666667
Промышленная,54,39.27
Таштагол,52.766666666666666,87.86666666666666
Тисуль,55.761999,0
Топки,55.28333333333333,85.61666666666666
Тяжинский,56.11666666666667,88.51666666666667
Юрга,55.733333333333334,84.9
Яшкино,55.86666666666667,85.41666666666667
Арбаж,57.68333333333333,48.3
Белая Холуница,58.833333333333336,50.85
Верхошижемье,58.0,49.1
Вятские Поляны,56,06.3
Зуевка,58,12.0
Каринторф,58.55,50.18333333333333
Кикнур,57.3,47.2
Кирово-Чепецк,58.55,50.016666666666666
Кирс,59,13.8
Котельнич,58.3,48.333333333333336
Кумены,58.1,49.9
Малмыж,56.516666666666666,50.666666666666664
Мураши,59.38333333333333,48.96666666666667
Нагорск,59.3,50.8
Нововятск,58.5,49.7
Нолинск,57.55,49.93333333333333
Омутнинск,58.666666666666664,52.18333333333333
Опарино,59.85,0
Оричи,58.4,49.05
Пижанка,57.45,48.53333333333333
Подосиновец,60.266666666666666,47.06666666666667
Санчурск,56.95,47.266666666666666
Слободской,58,27.0
Тужа,57.6,47.916666666666664
Уржум,57.11666666666667,50.0
Фаленки,58.35,51.583333333333336
Юрья,59.03333333333333,49.28333333333333
Яранск,57,11.9
Верхняя Инта,65.986961,0
Визинга,61.083333333333336,50.083333333333336
Воркута,67.5,64.03333333333333
Вуктыл,63.86666666666667,57.31666666666667
Емва,62.583333333333336,50.85
Заполярный,69.41666666666667,30.8
Инта,66,23.33
Ираель,64.4,55.18333333333333
Каджером,64.68333333333334,55.88333333333333
Койгородок,60.45,51.0
Корткерос,61.8,51.56666666666667
Кослан,63.45,48.88333333333333
Объячево,60.333333333333336,49.6
Печора,68.3075,54.4167
Сосногорск,63.583333333333336,53.93333333333333
Сыктывкар,61.666666666666664,50.81666666666667
Троицко-Печерск,62.7,56.2
Усинск,65,42.1
Усогорск,63.43333333333333,48.7
Усть-Кулом,61.68333333333333,53.68333333333333
Усть-Цильма,65.43333333333334,52.15
Ухта,63.56666666666667,53.7
Боговарово,58.96666666666667,47.016666666666666
Волгореченск,57.43333333333333,41.166666666666664
Горчуха,57.7,43.71666666666667
Кадый,57.766666666666666,43.18333333333333
Кологрив,58,30.82
Кострома,57.766666666666666,40.93333333333333
Красное-на-Волге,57.516666666666666,41.233333333333334
Макарьев,57.88333333333333,43.8
Мантурово,58.333333333333336,44.766666666666666
Парфентьево,55.1,38.8
Поназырево,58.35,46.3
Солигалич,59.083333333333336,42.28333333333333
Судиславль,57.88333333333333,41.7
Чухлома,58.75,42.7
Шарья,58.36666666666667,45.5
Шемятино,58.073712,0
Абинск,44.86666666666667,38.166666666666664
Абрау-Дюрсо,44.7,37.6
Анапа,44.893857,0
Апшеронск,44.45,39.733333333333334
Архипо-Осиповка,44.366077,0
Афипский,44.9,38.833333333333336
Ахтырский,44.833333333333336,38.28333333333333
Ачуево,45.7,37.766666666666666
Белореченск,44.766666666666666,39.86666666666667
Верхнебаканский,44.833333333333336,37.65
Геленджик,44.560999,0
Гиагинская,44.869444,0
Горячий Ключ,44.633284,0
Джубга,44.318337,0
Динская,45.21666666666667,39.21666666666667
Ейск,46.7,38.266666666666666
Ильский,44.85,38.56666666666667
Кабардинка,44.651384,0
Каменномостский,44.291530,0
Каневская,46.083333333333336,38.95
Кореновск,45.46666666666667,39.45
Краснодар,45.03333333333333,38.983333333333334
Крымск,44.93333333333333,38.0
Курганинск,44.88333333333333,40.6
Кущевская,46.55,39.61666666666667
Лабинск,44.63333333333333,40.733333333333334
Мостовской,44.4,40.78333333333333
Новороссийск,44.71666666666667,37.766666666666666
Приморско-Ахтарск,46.05,38.18333333333333
Северская,44.85,38.666666666666664
Славянск-на-Кубани,45.25,38.11666666666667
Сочи,43.583333333333336,39.71666666666667
Староминская,46.53333333333333,39.05
Старощербиновская,46.61666666666667,38.666666666666664
Тбилисская,45.36666666666667,40.2
Темрюк,45.266666666666666,37.38333333333333
Тимашевск,45.61666666666667,38.93333333333333
Тихорецк,45.85,40.11666666666667
Туапсе,44.100016,0
Усть-Лабинск,45.2,39.68333333333333
Шовгеновский,45.016666666666666,40.233333333333334
Абакан,53.71666666666667,91.41666666666667
Агинское,51.1,114.53333333333333
Артемовск,48.6,38.0
Ачинск,56.266666666666666,90.5
Байкит,61.666666666666664,96.38333333333334
Балахта,55.38333333333333,91.61666666666666
Бельтырский,53.03333333333333,90.4
Бея,53.03333333333333,90.93333333333334
Бискамжа,53.450739,0
Боготол,56.2,89.51666666666667
Боград,54.21666666666667,90.81666666666666
Богучаны,58.36666666666667,97.43333333333334
Большая Мурта,56.906809,0
Большой Улуй,56.65,90.56666666666666
Ванавара,60.333333333333336,102.28333333333333
Верхнеимбатск,63.15,87.96666666666667
Горячегорск,55.4,88.9
Дивногорск,55.95,92.38333333333334
Дудинка,69.4,86.18333333333334
Енисейск,58.46666666666667,92.13333333333334
Ермаковское,53,34.36
Заозерный,55.96666666666667,94.7
Игарка,67.46666666666667,86.56666666666666
Идринское,54.36666666666667,92.13333333333334
Иланский,56.233333333333334,96.06666666666666
Ирбейское,55.63333333333333,95.45
Канск,56.2,95.7
Каратузское,53.6,92.86666666666666
Кодинск,58.6,99.18333333333334
Козулька,56.166666666666664,91.4
Краснотуранск,54.3,91.55
Красноярск,56.012083,0
Лесосибирск,58.233333333333334,92.48333333333333
Минусинск,53.7,91.68333333333334
Мотыгино,58,2.44
Нижний Ингаш,56.20000076,0
Норильск,69.33333333333333,88.21666666666667
Пировское,57.61666666666667,92.25
Саяногорск,53.1,91.4
Северо-Енисейский,60.380213,0
Тасеево,57.2,94.88333333333334
Туруханск,65.78333333333333,87.95
Ужур,55.31666666666667,89.81666666666666
Усть-Авам,71.1,92.81666666666666
Уяр,55.81666666666667,94.31666666666666
Черногорск,53.81666666666667,91.28333333333333
Шалинское,55.71666666666667,93.75
Шарыпово,55.516666666666666,89.2
Шушенское,53.31666666666667,91.93333333333334
Варгаши,55.36666666666667,65.81666666666666
Глядянское,54.9,65.08333333333333
Далматово,56.266666666666666,62.916666666666664
Каргаполье,55.95,64.43333333333334
Катайск,56.3,62.56666666666667
Куртамыш,54.9,64.43333333333334
Макушино,55.2,67.25
Сафакулево,54.983333333333334,62.53333333333333
